,Review,Ground_Truth_Label
83,"in this movie, joe pesci slams dunks a basketball. joe pesci...<br /><br />and being consistent, the rest of the script is equally not believable.<br /><br />pesci is a funny guy, which saves this film from sinking int the absolute back of the cellar, but the other roles were pretty bad. the father was a greedy businessman who valued money more than people, which wasn't even well-played. instead of the man being an archetypal villain, he seemed more like an amoral android programmed to make money at all costs. then there's the token piece that is assigned to pesci as a girlfriend or something...i don't even remember...she was that forgettable.<br /><br />anyone who rates this movie above a 5 or 6 is a paid member of some sort of film studio trying to up the reputation of this sunken film, or at least one of those millions of media minions who can't critique efficiently (you know, the people who feel bad if they give anything a mark below 6).<br /><br />stay away...far away. and shame on comedy central, where i saw this film. they usually pick better.",Negative
84,"Forget Neo and Bourne and all those half-baked made up modern heroes. They only look 12 year-oldish to please the wide audience of geeks that want to be their heroes. Since they cannot be Rambo or McClane or even Indiana Jones, Hollywood allowed a bunch of fakes that have no beard and yet fulfill teenagers wishes to see something that looks very much like an action flick.<br /><br />However, their "" action set-pieces "" are just painful to watch and any girl may challenge their masculinity without question. This explains the recrudescence of oldies on our silver screens over the past few years. For better ( Rocky, Rambo ) or worse ( Die Hard 4 - where John McClane, brace yourselves.... had no beard !! )<br /><br />I say it is high-time a new hero walked up and put their reign to an end. This "" Largo Winch "" movie is far from perfect, and perhaps too predictable at times, but at least Tomer Sisley delivered a very promising performance as an action-hero. And the only one time where he was weakened is when Mélanie Thierry shaved his beard ! I rest my case.<br /><br />I didn't know it when I entered the theater room, but this might be the movie I've been waiting for a decade. For the first time in France since Belmondo, can a movie be both well- crafted and rooted in B-genre without blushing over its performance. In the meantime all we had to chew on was either a gigantic pile of dung or something too restricted to reach a wider audience... In other words it was "" Le Pacte des Loups "" or "" Dobermann "" ( I like Dobermann, mind you )... I believe "" Largo Winch "" has what it takes to be both popular and quality film-making.<br /><br />I exited the theater room very pleased, and hungry for more.",Positive
85,"There's nothing quite like watching giant robots doing battle over a desert wasteland, and Robot Wars does deliver. Sure, the acting is lousy, the dialogue is sub-par, and the characters are one-dimensional, but it has giant robots! The special effects themselves are actually quite good for the period. They are certainly not as polished as today's standards, but it contains a minimum of computer graphics and instead uses miniatures, so it has aged fairly well. Its shortcomings are easily overlooked given the films short runtime, and it does have a certain tongue-in-cheek humour in parts that make it quite enjoyable. I would recommend this to any fan of giant robots or cheesy sci-fi who is looking for a lighthearted hour of distraction.",Negative
86,"This is one of the worst movies i've ever encountered, but i want to say that some of the criticisms i had heard turned out to be unwarranted..<br /><br />As far as pure film-making technique goes, this director is competent. He's held back by the limited budget and the VHS camera, but the actual editing, camera angles, camera movements and scene staging are pretty professional. i've seen many movies where the ""directing"" was much worse. At least the scenes flow in a way that is not confusing and he has a few clever shots here and there. Also, the forest scenes contained a decent atmosphere. There is only so much you can do with a VHS camera, and he does a nice job as far as the technicalities go. As far as artistic merit, there is none. The scene where the camera pans down so that we can watch a guy urinate in the woods for 15 seconds sort of epitomizes the artistic style of the whole film. This is pure trash... Total garbage.<br /><br />The gore is decent for a film in this budget range. , it's obviously fake but there's lot's of it, and it's very outlandish..<br /><br />I saw the American version with the intentionally campy dubbing. This was a good idea (and it's the only thing that allowed me to make it through the film)... Unfortunately, it's overdone, especially towards the end.<br /><br />It's really a terrible film, but i have to recommend it for it's camp value. It's really hard to find a movie that's worse than this and that sort of puts it in a unique category.",Negative
87,"most of the bad reviews on this website blame ""Hood of the Living Dead"" for one (or more) of the following reasons: 1) it is a low-budget movie with virtually no acting; 2) it was so bad it made me laugh 3) it is something I could do myself. I won't even discuss the first point because it is a very subjective matter whether you like low-budget and independent stuff or not. I must say, however, that I still fail to understand people renting such a movie as ""Hood of the Living Dead"" and then looking surprised when they realize it is not as polished and cute as a romantic comedy with Lindsay Lohan or Matthew Mc Conaughey. As for the second point, I really don't see what's so wrong with laughing. I personally like to laugh, and love movies that make me to, be they comedies or horror flicks. When in ""Hammerhead"" I saw this girl stepping into a PUDDLE and the shark-man came out of it to eat her, I just cracked up. And I was grateful that the director made such a stupid scene and gave me ten seconds of pure fun. Honestly, laughing just makes me feel good, while it seems that many people writing reviews see it as a bad bad thing. If you only want to feel sad and scared while watching a movie, ""Hood of the Living Dead"" and low-budget flicks are definitely not for you. But please don't come and tell us that you find them laughable. We already know it. This is most probably why we decided to watch the movie in first place. However, it is the third point that leaves totally baffled. Just several years ago people were lining up out of theaters to see ""Blair Witch Project"", which is a way more rudimentary, boring, plot-less and bad-acted movie than ""Hood of the Living Dead"" (and takes itself way too seriously too). Moreover, half a million people go on YouTube every day to see the short films of ""Lonelygirl15"", which is certainly something everyone with a cute girlfriend, a room and a webcam could do! Not to talk about all of the even more amateurish videos you can find there. Why don't people blame those clips for bad acting and non-existing plot? I think it is one of the best things of our times that everyone, with affordable technology and a bunch of friends, can make their own movies and share them with people that have similar interests. And I feel a certain admiration for people who spend their weekends with their friends making a honestly bad (yet refreshing) piece of trash like this rather than shopping at the mall or playing video games alone. Leave aside your biases and your desire to sound like a smart film critic by attacking b-movies, and you'll see that ""Hood of the Living Dead"" can bring you almost as much fun as it did to its makers! If you have a taste for refreshing and enjoyable home-made horror movies, I recommend ""Zombiez"", ""The Ghosts of Edendale"", ""The Killer Eye"", ""Monster Man"", ""Don't Look in the Basement"", ""The Worst Horror Movie Ever Made"", ""Redneck Zombies"", ""Jesus Christ Vampyre-Slayer"" and ""Habit"".",Positive
88,"This is a thoroughly diabolical tale of just how bad things can go wrong. A simple robbery. Pick up some serious change. Get our finances together and everything will be hunky-dory. Butmom and pop's jewelry store? No problem. Insurance pays for it all. No guns. Nobody gets hurt. Easy money.<br /><br />Older, more successful (it would appear) brother Andy (Philip Seymour Hoffman) has a few minor problems. Heroin addiction, cocaine habituation. A wife (Marisa Tomei) thatwell, he can't seem to perform for. His flat belly days long gone. Younger, sweet, slightly dim-witted younger brother, Hank (Ethan Hawke) with a few dinero problems of his own. Behind in child support payments for his daughter, in debt to friends and relatives, not exactly wowing them in the work of work, etc.<br /><br />Sydney Lumet, in this performance at the age of 82 (!), directs and gets it 99.99 percent right, which is hard to do in a thriller. I have seen more thrillers than I can remember and most of the time the director gets the movie printed and lives with the plot holes, the improbabilities, the cheesy scenes, and the hurry-up ending. Here Lumet makes a thriller like it's a work of art. Every detail is perfect. The acting is superb. The plot has no holes. The story rings true and clear and represents a tale about human frailty that would honor the greatest filmmakers and even the Bard himself.<br /><br />Hoffman of course is excellent. When you don't have marquee, leading man presence, you have to get by on talent, workmanship and pure concentration. Ethan Hawke, who is no stranger to the sweet, little guy role, adds a layer of desperation and all too human incompetence to the part so that we don't know whether to pity him or trash him. Albert Finney plays the father of the wayward sons with a kind of steely intensity that belies his age. And Marisa Tomei, who has magical qualities of sexiness to go along with her unique creativity, manages to be both vulnerable and hard as nails as Andy's two timing wife. (But who could blame her?) It's almost a movie reviewer's sacrilege to give a commercial thriller five or ten stars, but if you study this film, as all aspiring film makers would be well advised to do, you will notice the kind of excessive (according to most Hollywood producers) attention to detail that makes for real art--the sort of thing that only great artists can do, and indeed cannot help but do. (By the way, I think there were twenty producers on this filmwell, maybe a dozen; check the credits.) All I can say in summation is, Way to go Sydney Lumet, author of a slew of excellent films, and to show such fidelity to your craft and your art at such an advanced agekudos. May we all do half so well.<br /><br />Okay, the 00.01 percent. It was unlikely that the father (Albert Finney) could have followed the cabs that Andy took around New York without somehow losing the tail. This is minor, and I wish all thrillers could have so small a blip. Also one wonders why Lumet decided not to tell us about the fate of Hank at the end. We can guess and guess. Perhaps his fate fell onto the cutting room floor. Perhaps Lumet was not satisfied with what was filmed and time ran out, and he just said, ""Leave it like that. It really doesn't matter."" And I think it doesn't. What happens to Hank is not going to be good. He isn't the kind of guy who manages to run off to Mexico and is able to start a new life. He is the kind of guy who gets a ""light"" sentence of 10 to 20 and serves it and comes out a kind of shrunken human being who knows he wasn't really a man when he should have been.<br /><br />See this for Sidney Lumet, one of Hollywood's best, director of The Pawnbroker (1964), The Group (1966), Serpico (1973), Dog Day Afternoon (1975), Network (1976), and many more.",Positive
89,"As long as there's been 3d technology, (1950's I think) there's been animation made for it. I remember specifically, a Donald Duck cartoon with Chip and Dale in it. I don't remember the name at the moment, but the plot was that Donald worked at a circus, was feeding an elephant peanuts and Chip and Dale were stealing the peanuts. This was made to watch in 3d probably 1960's. If you happened to watch Meet the Robinsons in 3d in theaters, they showed this cartoon before the movie and explained the details of it's origin. There are probably somewhere around 100 cartoons made specifically to be viewed through 3d glasses. This claim was a bad move because it's not difficult to prove them wrong. On top of that, this just looks like a bad movie.",Negative
90,"Just so that you fellow movie fans get the point about this film, I decided to write another review. I missed a few things out last time...<br /><br />First, the script. Second, the acting. Third, Jesus Christ what were they thinking making a piece of garbage like this and then expecting us to enjoy it when there are no redeeming features whatsoever from beginning to end except when Joseph Fiennes finally gets blown away in a very unexciting climax!!!<br /><br />I can't believe I wasted my money on this when I could have given it to a homeless person or a busker or SOMETHING!<br /><br />Are you getting the picture?",Negative
91,"GOJOE takes a little getting used to at first, but the final result is very satisfying. The tale, about a murderous samurai who seeks to redeem himself by opposing an effeminate, but dangerous samurai, is worth more than a watch. There is a lot at stake here, from physical survival to soulful salvation. The movie may seem a bit similar to other anime-inspired Samurai film at first, but it does eventually delve into more mature/adult territory soon after.<br /><br />Not to be missed. GOJOE is one of the better samurai movies to come around post-Kurosawa.<br /><br />8 out of 10<br /><br />(go to www.nixflix.com for a more detailed review of the movie and reviews of other foreign films)",Positive
92,"This review is for the extended cut of this movie.<br /><br />I first watched Dragon Lord when I bought it on DVD many years ago. I always liked this movie and you can read some of the more positive reviews of it to get the general idea.<br /><br />That being said. I've always found the storyline a bit confusing. The movie is, after all, a love story. And it always seemed strange to me that a love story should end with a 20 minute fight scene.<br /><br />Well, in the extended version this is no longer so. The old ""original"" version begins off with a huge barrel-climb/rugby-like sequence which is the new ending sequence in the extended version. The opening sequence is Dragon(Jackie Chan) hanging around his house and pretending to be training and reciting whenever his father is around.<br /><br />Other sequenced have also been shift or prolonged in the extended cut and the story makes a lot more sense when you watch it. The pacing is also better and overall it just works better. It feels more like a love story and doesn't leave you asking questions about why it ends so drastically and dramatically as the regular version does.<br /><br />I suggest everyone who is a Hong-Kong cinema, or just plain Jackie Chan fanatic to get a hold of the extended version and watch the movie the way it was originally intended.(Or at least that's how I think it was intended. Why else would they make it and rearrange some of the scenes) When I was done watching it, I felt like I had watched a completely new Jackie Chan movie although most of the sequences were the same.",Positive
93,"Let this film serve as the death knell to the ""big twist"" films borne out of the 1990s. Known in some circles as The Kyser Soze Syndrome, this cinematic slight of hand has now been done to death by M. Night Shayamalan and even Ron Howard used a variation in A BEAUTIFUL MIND. However, in REVOLVER, director Guy Ritchie (known in some circles as ""Mr. Madonna""), utilizes the Soze motif in a far more obsequious manner. <br /><br />Jason Statham (with a highly questionable head of hair) stars as Jack Green (known to all as ""Mr. Green."") He may or may not also be criminal mastermind Mr. Gold. Or, perhaps Mr. Gold is an irritable spirit who can possess members of the underworld. I'm not quite certain, but I certainly don't care. REVOLVER is one of the most overwrought examples of cinematic excess I've had the displeasure to endure in quite a long time. Witness the fractured time structure, the painful jump cuts, the ceaseless inner-monologues, and the painfully pretentious animated sequence. This ""everything and the kitchen sink"" directing style makes Quentin Tarantino's oeuvre look sedate. The cinematic smoke and mirrors only lead me to believe that Ritchie was as bored telling this trite tale as I was watching it.<br /><br />The film is filled with moments of revelation that are supposedly shocking but they only come as news to Mr. Green. I wanted to like Green as I always enjoy Stratham as a character who is two steps ahead of everyone else. Here, though, he struggles along like a remedial reader in a University English Literature class. His lack of wit is only matched by the lack of restraint shown by his nemesis, Macha (Ray Liotta). Feasting on scenery like a starving man at a smorgasbord, Liotta spits, cries, and fumes through the film in an embarrassing display of overacting and leopard print speedos. <br /><br />There are no redeeming qualities to REVOLVER. It's yet another filmic faux pas from Ritchie and might even outdo his wretched remake of SWEPT AWAY as his worst film yet.",Negative
94,"Mystery Men is one of those movies that gets funnier over time. There is a naive innocence and ""niceness"" to the characters. It has become part of our family ""culture,"" and we quote the characters often. It is my favorite film of the last two years. My kids are 13 and 11 and we all three love this film. Great acting and comedy. We love Galaxy Quest and Monty Python flicks too. Okay, we're not talking intellectual here, just Family bonding!",Positive
95,"Not even worth watching this tacky spoiler ruins everything about 'Annie'. The characters seem almost cheapened by the poorly written storyline and they low quality feeling to the production. It was very clearly made for TV, yet if I found it on my television, I would flick it straight over. The children in the film do an alright job, yet the adults acting is unbelievable and so the movie fails to really draw you in. This film lacked the music/dance numbers thats made the original brilliant and truly does take the shine of the Annie we all love. Johnson, as Annie is at times annoying and over acted..you cannot convince yourself that she truly is Annie. The differences in character appearance continued to irritate me throughout the duration of the film. Sad to say this sequel was a total flop.",Negative
96,"Disney (and the wonderful folks at PIXAR of course) offer a nice, humourous story combined with the best of computer animation. I admit that maybe the 'faces' of the bugs were a little more static than in 'Antz' and they only had four legs (in 'Antz' six...). But backgrounds were superb and animation was breathtaking. But let this be a lesson: it was not the computer who made it such a success : it was the man behind the machine, who added the nice little twists, which I missed in 'Antz'. Some highlights were of course the 'bloopers' at the end (So keep watching at the end, it's worth it!), which were highly amusing and original. The line 'Filmed entirely on location' was intended for the more attentive viewer.",Positive
97,"The original ""Vanishing Point"" was a great flick. Subtle motives, characters that seemed real and spontaneous.The remake was terrible. Preachy, overtly obvious; it missed the point as to why the original was a classic. The black Charger was cool, but even that couldn't rescue this flick. Why stick with a white Challenger? I didn't think that was the best choice back in '71. Some parts of the film were unintentionally hilarious. Like when Vigo was standing on a cliff overlooking the canyon after his ""Dream Quest"". His Indian pal was standing next to him. Vigo was only wearing his white briefs. I'm sorry - it just looked silly - him surveying the vista in his Fruit of the Looms. Another scene was at the end - after the explosive crash into the bulldosers - the announcer said that the impact was clocked at 180 mph. Then he mentions that the cops said his remains weren't found because he vaporized, but some people believe he bailed out and was hidden by friends in the crowd. Then it shows him rolling out of the car at 180 mph! First of all, you couldn't open the car door at 180 mph. Secondly, the car would not continue to travel in a straight line for 100 yds. with nobody to steer it. It would promptly roll over about 30 times. Thirdly, if you hit the pavement at 180 mph, you would wind up in various squishy pieces. No matter, we see him at the end standing with his daughter. All in all, a movie that would insult anyone's intelligence.",Negative
98,"I had few problems with this film, and I have heard a lot of criticisms saying it is overlong and overrated. True, it is over three hours long, but I was amazed that it goes by so quickly. I don't think it is overrated at all, I think the IMDb rating is perfectly decent. The film looks sumptuous, with gorgeous costumes and excellent effects, and the direction from James Cameron rarely slips from focus. Leonardo DiCaprio gives one of his best performances as Jack, and Kate Winslet is lovely as Rose. David Warner, a great actor, steals every scene he's in. The story is very rich in detail, and is hot on character development, obvious with the love story which is very moving when it needs to be, though in the first bit of the movie it is a little slow. The last hour is extremely riveting, and I will confess that I was on the edge of my seat, when the Titanic sank. I will also say that the last five minutes were very moving. The music score by James Horner was lovely, though I never was a huge fan of the song My Heart will Go On. The 1996 miniseries was good, but suffered from undeveloped scenarios and some historical inaccuracies. Overall, I give Titanic an 8.5/10. Bethany Cox.",Positive
99,"""Pecker"" is a young, unknown photographer from Baltimore who becomes a big star in the public, the media and the local art scene with his pictures showing the dirty reality of all-day life just as dirty underwear or human excrements. It's a typical topic of John Waters Baltimore-based independent comedies to show the weird sides of the American way of life between political correctness fashion and conservative backlashes by exploring the backgrounds of the middle class society of his hometown.<br /><br />Edward Furlong of ""Terminator 2"" fame plays Pecker, supported by Christina Ricchi, photographer Cindy Sherman, legendary Patricia Hearst and Water's long-time actress Mink Stole. Although the pacing of the plot becomes a big flaw sometimes and can't compete with the fast and furious joke attacks of Water's brilliant ""Serial Mom"", it's still has some good laughs in it and some unforgettable scenes like a former junkie-girl who became a vegetarian by sniffing peas from a vegetable dish... ""Pecker"" is a great comedy about the arrogance of the art scene, media hypes, middle-class sex angst and the strange ways of how to become a pop star without realizing it. Recommended!",Positive
