,document,summary,id
20,"The decision comes after 170,000 activists from around the world demanded action to help lesbians targeted for ""corrective rape"".
The authorities have been accused of not doing enough following the recent killing and rape of lesbian activist Noxolo Nogwaza.
Police say they do not consider sexual orientation when investigating murder.
""To us, murder is murder, whether somebody is Zulu, English, male or female - we don't see colour, we don't see gender,"" police ministry spokesman Zweli Mnisi told the BBC on Tuesday, after rights groups urged the police to do more to find those responsible Ms Nogwaza's death.
She was stoned, stabbed and gang-raped in the KwaThema township east of Johannesburg over the Easter weekend.
Unlike in many African countries, homosexual acts are legal in South Africa and discrimination based on sexual orientation is banned, but activists say gay and lesbian people are often attacked in townships.
They say ""corrective rape"" - when a lesbian is raped to either punish her, or ""correct"" her behaviour - is becoming increasingly common.
Ndumie Funda, founder of the gay rights organisation Luleki Sizwe which works in 10 black townships and rural areas near Cape Town, welcomed the government's announcement.
She said it was important to get ""corrective rape"" classified as a hate crime.
""The South African constitution is one of the highly respected and acknowledged constitutions and it says we are all equal; we're therefore reminding our government to say that this was being promised and we voted for you so we need protection,"" she told the BBC's Network Africa programme.
Luleki Sizwe started an online petition at Change.org to get the government to take action.
""In less than six months, a tiny group of township activists has mobilised more than 170,000 people from 163 countries and gotten the highest levels of government to address their basic demand, that the sadistic crime of 'corrective rape' be taken seriously,"" Change.org representative Benjamin Joffe-Walt is quoted by the Sapa news agency as saying.
Justice ministry spokesman Tlali Tlali said the the task team would begin its work in July and include six representatives from the judiciary, police and department of social development and six representatives from the gay community.
""The team will be charged with developing a legislative intervention plan, a public awareness strategy, and LGBTI [lesbian, gay, bisexual, transgender and intersex]-sensitive shelters,"" he said.
In 2008, female footballer and gay rights activist Eudy Simelane was also killed in KwaThema, some 80km (50 miles) east of Johannesburg.
Two people were given long prison terms for her murder and rape, although prosecutors denied that her sexuality had been a motive.","South Africa is to set up a team to tackle hate crimes against gay people, the justice ministry says.",13291223
21,"Big oil producing nations meet this weekend in Qatar to discuss plans for a freeze in production levels.
But there is scepticism over whether such a deal would make much difference to the current oversupply of oil in the market.
The Dow Jones Industrial Average fell 28.97 points to 17,897.46.
The S&P 500 was down 2.05 points to 2,080.73. The technology focused Nasdaq Composite slipped 7.67 points to 4,938.22.
Stocks in the energy sectors fell as another US bank - Citigroup - reported it was setting cash aside to cover losses on loans to the energy industry.
Shares in banking giant Citigroup closed 0.13% down after trading mostly higher all day. It reported a 27% fall in quarterly profit, but that was not as bad as analysts had been expecting.
Shares of Marathon Petroleum were down 3.8%, Exxon Mobile fell 0.5% and Chevron was 0.75% lower.
Shares of Apple dropped 2% after a report suggested the company was cutting iPhone production in the April-June quarter due to weak sales.
Investors also had a gloomy economic report to chew over.
US industrial production fell 0.6% in March, which was a bigger drop than analysts were expecting, and followed a 0.6% decline in February.",(Close):Wall Street markets fell on Friday as oil prices slipped ahead of a weekend meeting that could result in a freezing of production.,36052570
27,"Mr Varoufakis said Greece was subject to a programme that will ""go down in history as the greatest disaster of macroeconomic management ever"".
The German parliament approved the opening of negotiations on Friday.
The bailout could total €86bn (£60bn) in exchange for austerity measures.
In a damning assessment, Mr Varoufakis told the BBC's Mark Lobel: ""This programme is going to fail whoever undertakes its implementation.""
Asked how long that would take, he replied: ""It has failed already.""
Mr Varoufakis resigned earlier this month, in what was widely seen as a conciliatory gesture towards the eurozone finance ministers with whom he had clashed frequently.
He said Greek Prime Minister Alexis Tsipras, who has admitted that he does not believe in the bailout, had little option but to sign.
""We were given a choice between being executed and capitulating. And he decided that capitulation was the optimal strategy.""
Mr Tsipras has announced a cabinet reshuffle, sacking several ministers who voted against the reforms in parliament this week.
But he opted not to bring in technocrats or opposition politicians as replacements.
As a result, our correspondent says, Mr Tsipras will preside over ministers who, like himself, harbour serious doubts about the reform programme.
Greece must pass further reforms on Wednesday next week to secure the bailout.
Germany was the last of the eurozone countries needing parliamentary approval to begin the talks.
But the head of the group of eurozone finance ministers, Jeroen Dijsselbloem, has warned that the process will not be easy, saying he expected the negotiations to take four weeks.
On Saturday, the Greek government ordered banks to open on Monday following three weeks of closures.
But the decree stated that the weekly withdrawal limit should be a maximum €420.
Separately, the European Council approved the €7bn bridging loan for Greece from an EU-wide emergency fund. The loan was approved in principle by eurozone ministers on Thursday and now has the go-ahead from all non-euro states.
It means Greece will now be able to repay debts to two of its creditors, the ECB and International Monetary Fund (IMF), due on Monday.","Former Greek Finance Minister Yanis Varoufakis has told the BBC that economic reforms imposed on his country by creditors are ""going to fail"", ahead of talks on a huge bailout.",33578778
28,"The IPC opened proceedings against the National Paralympic Committee of Russia after a report claimed the country had operated a widespread doping programme.
A decision on any ban will come in the week commencing 1 August.
The International Olympic Committee (IOC) has opted against a blanket ban.
""I can assure you that our board will take the right decision in the interest of sport and the interest of the Paralympic movement moving forward,"" said Craven.
On Sunday, the IOC said it would leave it up to the governing bodies of individual sports to decide if Russian competitors are clean and should be allowed to take part.
But Craven, himself a member of the IOC, was critical of that decision and said the IPC would not necessarily follow suit.
""I am disappointed in their decision, but that is a personal view,"" he added.
""We have to acknowledge their right to take such a decision. This is ultra-serious. I don't think there has been a situation in the past where you have had institutional doping on such a scale.
""We believe the Russian NPC is either unwilling or unable to uphold the IPC anti-doping code, which is in line with the World Anti-Doping Agency code, so that is what they have to respond to.""
Canadian law professor Richard McLaren's report, published last week, claimed Russia operated a state-sponsored doping programme from 2011 to 2015.
The IPC said it acted after McLaren provided the names of the athletes associated with the 35 ""disappearing positive samples"" from the Moscow laboratory highlighted in the report.
Nineteen samples potentially doctored as part of the sample-swapping regime during the 2014 Sochi Paralympic Winter Games have been sent for further analysis.
Russia will have up to 21 days to appeal against any IPC decision, with the Rio Paralympics due to begin on 7 September.","The International Paralympic Committee will make its decision on Russia's participation in the Rio Games ""in the interest of sport"", president Sir Philip Craven has told BBC Sport.",36888270
30,"The team went into administration in October but, as revealed by BBC Sport, have secured investment from Stephen Fitzpatrick, boss of energy firm Ovo.
Former Sainsbury's boss Justin King has joined as interim chairman.
He said he was confident that Manor had ""the right people, the right values and sheer hard work"" and would be ""competitive at the highest level"".
King is not financially involved in the team but will take a leading role on the business side of the operation.
Fitzpatrick's investment is a personal one and the money he has put into the team does not come from Ovo.
He said: ""I have a lifelong passion for F1 and can't wait for the season ahead.""
Manor Marussia have announced Englishman Will Stevens will be one of their drivers and said a deal to sign the second would be completed soon.
The team's new car, a modified version of the 2014 model, must pass F1's mandatory crash tests before they can race at the season-opening Australian Grand Prix in Melbourne from 13-15 March.
Those tests are scheduled to take place this week.
Graeme Lowdon, who has been with the team through its various guises as Manor, Virgin and Marussia, remains as president and sporting director.
He said: ""It has been a challenging period for all of us but we've come through it and now we just want to go racing again.
""With formidable new business leadership in Stephen Fitzpatrick and the board presence of Justin King, we are now in a great place ahead of the new season. This is a fantastic and very rewarding moment for all those involved with the team.""",The Manor Marussia team have confirmed they intend to return to Formula 1 in time for the start of the season.,31723471
31,"The destination of a stimulus package worth nearly £39m was agreed as part of the Welsh government's budget deal with the Liberal Democrats.
Finance Minister Jane Hutt said it would help ""generate immediate benefits"" for the economy.
But Plaid Cymru said it was ""completely inadequate"" and the Conservatives said it should go to council tax payers.
Labour and the Lib Dems announced a budget deal on Friday night, ending weeks of negotiations between ministers and opposition parties.
With 30 of the assembly's 60 seats, Labour needs the help of at least one other party to approve its spending plans.
The £38.9m windfall - to be spent over two years - also formed part of budget discussions.
The money is coming down from the Treasury as a result of a council tax freeze in England.
A programme to help businesses hire young recruits is among projects receiving funding. The government said an extra £4.9m would create 1,800 more apprenticeships.
Some £9m will go towards upgrading school buildings, with the same amount spent on delivering an additional 130 homes.
The government will spend £3.5 improving roads in places where it is planning to create enterprise zones. Five parts of Wales have been earmarked as zones where businesses will get help to grow.
First Minister Carwyn Jones has said that copying the UK government by using the money to keep down council tax would not significantly benefit the economy, adding that tax bills for band D homes were lower on average in Wales.
Labour has faced criticism from opponents, particularly Plaid Cymru, for not doing enough to respond to a deteriorating economic situation.
Ms Hutt pointed to other government spending commitments, intended to help growth.
She said she had considered proposals to spend the money from across the government.
She said: ""This package builds on those actions to boost the economy and develop public services, generating immediate benefits for our economy while complementing our long term aims.""
Conservative shadow finance minister Paul Davies said he was disappointed ministers were using additional resources to ""top up"" existing policies.
He said: ""There is nothing new in this package other than a fresh attempt by Welsh Labour ministers to be seen to act on the economy, while spending money which would be better spent by taxpayers themselves.""
Welsh Lib Dem leader Kirsty Williams said her party will also work with the government on how to spend any money allocated to Wales as a result of Tuesday's Autumn Statement by Chancellor George Osborne.
""The Welsh Liberal Democrats approach will be to continue to get our economy moving and improve the quality of life for people in Wales,"" she said.
Plaid Cymru economy spokesman Alun Ffred Jones said: ""For over six months, Labour has sat back and done nothing - exposing Wales to the full force of this economic crisis.
""Now, they're trying desperately to create the impression that this small sum of money will do what's needed. Quite simply, it will not.""",Funding to improve school buildings and create apprenticeships has been announced to help revive the economy.,15921828
34,"Network Rail and Thames Water engineers are at the scene after the hole appeared in Forest Hill on Monday.
The disruption is expected to last until Wednesday, with Southern, Thameslink and London Overground services affected.
Thames Water said a sewer under the track had collapsed.
It said the repair work was ""extremely complex"" and that engineers had located the problem section of the sewer and were working to seal it.
Dry concrete has been put into the hole, forming a base to pour wet concrete on top. Once it has set, about 50 tonnes of ballast will be inserted, with the aim of opening the railway on Wednesday.
Network Rail has closed all four lines between East Croydon and London Bridge, meaning Southern services to London Bridge are either cancelled or diverted.
London Overground services are not running between West Croydon/Crystal Palace and New Cross Gate.
Carl Leadbetter, Thames Water's regional network manager, said: ""Our teams continue to work as fast as possible on this critical job.
""While we need to work quickly to reopen the train lines, we also need to consider local residents, who will potentially suffer from sewer flooding if the pipe is not properly enclosed.
""This is an extremely complex job as the pipe is in a difficult location in the tracks and six metres below the ground.""
Network Rail apologised for the delays and said it was working ""as hard as possible"" to get the problem fixed by Wednesday morning's rush hour.
Spokesman Chris Denham said the hole ""couldn't be in a worse place"".
""This is a massive piece of railway,"" he told BBC Radio London. ""It's the equivalent of shutting the A2 out of London in the morning. It's absolutely huge.""
Some passengers expressed their frustration on social media, mentioning how the problem occurred on the hottest day of the year so far.
Elsewhere in London, high temperatures have been disrupting trains between the city and the West, with speeds being cut over fears of rails buckling.
Trains coming out of Paddington, Euston and Liverpool Street all saw severe disruption.
And Southern services heading to Brighton from Victoria were heavily disrupted following a track failure in the Gatwick area.
It comes as commuters have experienced months of cancellations and delays on Southern trains due to an RMT dispute.
New rail minister Paul Maynard will appear before the Commons Transport Select Committee on Wednesday to give evidence on the Department for Transport's role in the issue.
For more details on this story, please tune into BBC Radio London and follow @BBCTravelAlert on Twitter.",A 13ft-deep hole causing widespread disruption to trains in south London has been found to have opened above an active sewer.,36832879
37,"Overflow pipes at the Burry Inlet near Llanelli are used to help stop flooding.
But the European Court of Justice ruled this broke clean water laws in a special conservation area.
The Welsh Government, Natural Resources Wales and Welsh Water said they were investing in improvements.
Though the UK has not been fined, it will have to pay legal costs in a case that also found a number of other breaches around the handling of waste water in England and Gibraltar.
The problems stem from the UK's ageing Victorian sewers, engineering marvels of their time, but now out of date.
The pipes were designed to mix both sewage and rainwater but over the years new housing developments and more frequent storms as a result of climate change have put pressure on the system.
Welsh Water has 3,000 special overflow pipes which act as relief valves to deal with the extra sewage and rainwater but go straight into rivers and the sea.
At the Burry Inlet there are 14 overflow pipes which discharge into an area supposed to be protected by UK and EU laws.
It includes salt marshes and is a habitat for tens of thousands of wild birds during the winter.
2,200
hectares of saltmarsh - largest continuous area in Wales
20,000 waterfowl are supported
13,590  oystercatchers
35,000  wildbirds spend winter including curlew, godwit and shelduck
The local cockling industry has also been hit but Welsh Water insisted this was not due to their discharges.
It is investing in a Â£113m project to reduce the number of spills.
RainScape involves reducing the amount of water that reaches the sewers through planting green spaces on streets and roofs to absorb rain and building channels to capture surface water.
The UK argued the improvements would mean it could comply with EU clean water laws by 2020.
However, the ECJ - which rules on disputes involving EU legislation - found the UK had acted ""too late"" and was failing in its obligations.
Judges ruled spills contributed to the deterioration of water quality in the Loughor Estuary.
A Welsh Government spokesman said: ""We will continue to work with Natural Resources Wales and Dwr Cymru on a Â£113m programme to reduce the number of spills, improve water quality and reduce the risk of local flooding by 2020.""
Welsh Water added: ""We have met the legal permits for water quality in the Loughor estuary and are aware of ever increasing environmental standards and the need to manage long-term challenges, such as climate change, in a truly sustainable away.""
The UK Government said all sites in England included in the judgement ""now comply with the directive and plans are in place elsewhere across the UK to deliver compliance by 2020 at the latest"".",The UK has been found to be in breach of EU laws over the amount of sewage and waste water discharged into the sea off Carmarthenshire.,39805395
40,"He is approaching the end of his 10th year in charge and thinks it is the right time to seek a fresh challenge.
Cricket Scotland chairman Keith Oliver said: ""There is no doubt that the governing body of cricket in Scotland is unrecognisable from where we were in 2004.
""And the credit for this must go to Roddy and his staff.""
During Smith's time as chief executive, his management team have increased from eight to 25 and turnover has quadrupled.
I am delighted that I leave an organisation in good health with a growing game and after a year of exceptional on-field performances by national teams at all levels
Cricket Scotland reported a rise in participation figures for players, coaches and umpires during those 10 years.
And the national side have secured a place at next year's World Cup finals in Australia and New Zealand by beating Kenya in a qualifying event.
Oliver, who has worked with Smith during that whole period, said: ""Back then, we could not have imagined we would have won global qualifying events, played in world cups at youth and senior level, played One Day International games in front of thousands, run a fully professional national team as well as winning numerous development awards at a European and Global level.
""I and all at Cricket Scotland wish Roddy every success in his next role.""
Cricket Scotland will start the recruitment process to find Smith's successor with the aim of having a replacement in place early in the new year.
Smith said: ''I have thoroughly enjoyed my time with Cricket Scotland and it's hard to believe it has been nearly a decade.
""I am delighted that I leave an organisation in good health with a growing game and after a year of exceptional on-field performances by national teams at all levels.
""Ten years is a long time for a chief executive of a national governing body and now feels exactly the right time to move on to my next challenge.
""With a Cricket World Cup to look forward to early next year and a number of newly-appointed quality staff to work with, I am looking forward to handing over to my successor an organisation that is very well placed to succeed in the future.""
Cricket Scotland announced in June that it plans a new ""world class"" base in Stirling, relocating from Edinburgh, with a new pavilion at the home of Stirling County Cricket Club designed to host international matches.",Cricket Scotland chief executive Roddy Smith has announced that he will leave the role at the end of December.,29347771
43,"The 130m-tall (420ft) Bulford Kiwi, on Bulford Hill near Stonehenge, was carved by New Zealand troops who were stationed there.
The Department for Culture, Media and Sport has made it a scheduled monument on the advice of Historic England.
Kiwi soldiers played a significant role in the Battle of Messines, fought in June 1917 in Belgium.
Another monument at Cannock Chase in Staffordshire, marking the same battle, has also been granted protection.
The Terrain Model of Messines - a scale model of the battlefield - was made by German prisoners of war using soil, concrete, bricks and pebbles.
The model was a popular tourist attraction at the end of the war, but it became neglected and was lost until it was recently excavated.
It has now been covered over again to protect it from damage and erosion.
Roger Bowdler from Historic England said: ""These two monuments pay tribute to the bravery of New Zealand's fighting forces in the First World War and we are delighted that they are now being protected for the future.
""The Bulford Kiwi was cut into the chalk at the end of the war by Kiwi soldiers themselves, to mark the presence of their forces in England, and their achievements at the front.
""The taking of the Messines ridge was one of the war's most stirring attacks, and this model lay-out remains as testimony to the planning which made possible the victory.
""Like so much of our historic environment, these lasting reminders enable us to connect with lives and events from the past that made us who we are as a nation.
""One hundred years on, it is right to remember New Zealand's valour.""
Sir Jerry Mateparae, New Zealand High Commissioner to the UK said: ""It's fantastic to see Historic England protecting two very significant sites of huge importance for New Zealand.
""The special connections that were forged 100 years ago, with communities in the UK where New Zealanders trained, are still strong today and it's moving to see these sites protected for generations to come.""",A giant chalk carving of a kiwi has been granted protected status on the centenary of a World War One battle.,40260829
